#{"t_start": 1789588070.8804383, "env_id": "None"}
r,l,t
249.975492,91,8161.79153
237.035014,87,8167.188249
241.540664,70,8173.086271
125.124193,58,8178.266854
188.672,54,8182.890387
179.205756,49,8185.739346
203.986262,68,8189.458151
145.81762,31,8191.981188
142.639165,33,8195.558381
210.472383,76,8200.084073
147.005902,31,8202.818699
183.001575,52,8206.352053
144.047363,31,8208.624332
111.716634,12,8209.969775
190.616858,57,8213.322884
185.971177,53,8216.464007
148.136269,33,8220.300001
166.454431,43,8224.606525
198.126416,66,8228.580122
100.351919,63,8232.129144
243.254596,87,8238.538993
131.305194,21,8240.328885
209.706152,74,8244.717215
154.072737,62,8248.783462
127.768952,20,8249.931144
229.920862,78,8254.227262
134.387693,22,8255.588949
168.207925,47,8258.491912
221.839076,74,8262.613662
128.418567,18,8264.714239
166.02416,47,8267.542708
109.690447,9,8268.350338
183.61001,54,8271.409148
168.062554,43,8273.96279
168.730184,43,8276.725282
213.685915,71,8280.663455
179.470628,50,8284.199938
174.61577,52,8287.604527
205.031353,64,8291.261571
142.188648,33,8293.431384
207.864973,65,8297.092244
192.078649,56,8300.839957
191.26577,60,8304.512282
162.401911,38,8307.105967
199.583206,60,8310.559978
203.174175,68,8315.495843
166.075055,44,8317.967743
144.890425,30,8321.099093
202.774333,64,8325.618597
213.176607,70,8331.221343
178.735282,46,8336.340052
177.076749,48,8339.211474
180.24428,51,8342.236566
184.44355,52,8345.259852
175.956297,117,8353.56784
188.802629,60,8357.433988
143.372687,29,8360.500505
182.659071,52,8364.471259
176.687058,47,8367.097062
199.006043,60,8370.469187
170.121716,45,8373.752072
191.060257,56,8377.158675
131.651122,78,8383.711969
146.235491,34,8385.722653
184.389283,41,8388.39135
167.001332,45,8391.520122
165.285391,42,8394.67455
198.904783,63,8398.387737
125.492338,16,8399.440119
150.027905,31,8402.448076
172.130472,44,8405.724927
127.779516,18,8407.008976
212.700874,68,8411.516343
189.703291,58,8415.394971
144.485352,31,8417.433346
236.784062,86,8423.511298
152.540911,34,8425.588562
189.912551,57,8429.924047
254.669578,96,8435.165777
269.941753,57,8440.37104
192.211016,60,8443.7298
130.985274,26,8445.753326
170.127071,46,8448.381004
220.55031,70,8452.223217
142.560552,15,8453.107465
140.660033,25,8454.647392
233.280739,86,8459.381602
111.489727,11,8460.437728
207.003239,66,8464.122528
157.351475,37,8466.341135
194.405539,63,8470.099866
227.191193,82,8475.132593
184.120159,52,8477.976291
168.80693,43,8481.214937
204.748204,66,8484.798497
191.615383,50,8489.656031
190.417944,58,8493.041659
192.534909,56,8496.791215
118.999786,12,8499.164229
196.275646,60,8504.035403
190.843134,70,8509.854948
115.124076,12,8511.155748
110.295073,7,8512.296721
275.425666,112,8518.848284
137.377763,27,8520.759323
190.410314,63,8524.503863
226.874549,76,8528.615237
181.738251,50,8531.717864
166.63219,43,8534.34283
171.319036,45,8537.079041
207.292167,65,8540.681542
229.69719,80,8545.425849
208.603553,70,8549.327604
182.098888,51,8553.175263
187.676035,53,8556.895072
182.112766,53,8560.519465
217.049251,74,8564.756317
214.574296,69,8568.781919
114.093745,12,8569.731184
147.342999,30,8572.146933
120.212869,17,8574.678017
232.238703,78,8579.665086
183.476495,53,8582.803889
248.339618,93,8588.19504
240.611779,87,8593.313426
231.08914,74,8599.327113
162.558448,38,8601.902432
159.886589,40,8605.382132
240.321544,134,8614.958471
229.871347,81,8620.070197
148.552969,30,8622.110404
224.225873,88,8627.497165
122.588202,16,8629.397821
214.121774,69,8633.247737
118.048281,13,8634.525209
135.933899,30,8636.298749
228.189664,81,8641.063099
166.598537,51,8643.949538
178.814079,50,8646.923226
123.681934,16,8647.913492
241.317332,85,8653.625134
122.484329,15,8654.565536
224.429356,76,8658.87751
160.516881,37,8661.515172
204.82306,64,8665.127639
199.910234,61,8668.558803
201.120629,61,8673.326324
156.460288,36,8675.81514
165.119414,41,8678.290166
233.218623,81,8682.883487
200.93774,62,8687.177859
170.743242,44,8691.024002
196.386067,61,8695.379222
106.100235,5,8696.217128
107.49046,8,8697.047881
208.515939,69,8701.621113
136.29995,23,8702.921933
155.131239,43,8705.302622
153.574573,35,8707.509842
165.406813,40,8709.85787
171.976669,47,8712.730964
155.915043,36,8715.53173
201.409962,64,8719.308231
203.625122,66,8723.23779
242.076263,89,8728.551354
131.765634,21,8730.047276
119.787693,14,8730.876819
179.273554,59,8735.075036
171.348706,47,8737.796874
181.087983,50,8741.217428
154.572264,54,8745.46898
171.92127,45,8748.476248
246.206869,48,8753.14307
222.984808,86,8759.786453
181.815857,52,8764.067379
156.860723,42,8768.341275
206.834485,34,8770.539874
164.344083,42,8773.039428
203.822908,67,8777.015454
172.956931,45,8779.65133
267.552244,79,8783.969381
145.362232,30,8786.123389
147.086843,29,8788.438471
127.468128,24,8790.715548
192.124334,56,8794.695559
219.672142,73,8798.877908
178.907178,48,8802.03104
208.51589,65,8805.628946
227.985957,78,8810.240074
186.115023,53,8813.629784
173.737395,48,8816.416735
124.745236,19,8817.840714
207.81009,65,8821.539178
233.873175,85,8826.849155
210.045876,67,8831.130811
206.669561,68,8835.04099
153.749933,36,8838.197671
215.184683,70,8842.038515
161.950895,43,8844.4533
164.152634,39,8846.885952
178.268333,48,8849.824916
167.082178,42,8852.2982
140.78958,33,8854.283094
185.367449,53,8857.363115
202.423263,65,8861.017136
219.493858,72,8865.772735
136.194064,23,8867.659113
186.83729,53,8871.073973
182.633791,52,8874.329752
101.048548,2,8874.998503
106.734259,7,8876.0041
138.329624,47,8879.285797
154.890914,35,8881.361195
196.446347,60,8885.305686
203.039254,66,8889.882572
177.375376,47,8892.836529
207.528899,69,8896.875817
149.247969,30,8899.925014
189.631954,8,8900.957504
202.540363,62,8904.639324
161.534497,38,8908.323858
204.317133,63,8911.856511
191.909548,57,8916.437613
193.858412,59,8919.898157
292.214311,52,8923.053269
149.804249,34,8925.384074
220.906836,77,8929.564986
174.749231,46,8933.443882
226.849989,78,8939.400313
178.115672,47,8942.158293
203.704676,65,8946.127162
236.735309,83,8951.527021
230.325915,81,8956.80999
166.215622,43,8960.106705
200.887079,63,8963.626316
262.443442,102,8970.609604
165.161506,42,8973.460706
249.565217,95,8978.871922
250.102665,96,8984.229822
216.994782,116,8992.492806
138.941778,26,8994.053963
236.023112,60,8999.299837
120.756105,13,9000.753754
136.384662,28,9002.51866
206.595691,65,9006.925518
209.403879,37,9009.08541
143.910632,27,9010.651067
194.568018,74,9015.095442
239.492168,90,9020.589213
118.258179,15,9021.971395
183.158154,52,9025.638906
161.643668,41,9028.351813
161.284436,41,9030.719898
204.817465,67,9034.589877
157.754659,36,9036.670579
95.692805,83,9042.134173
125.769579,18,9043.614079
173.532211,49,9047.905945
223.829581,78,9052.22762
177.03261,49,9054.960356
149.234763,33,9057.2362
133.926635,24,9058.696538
202.453051,66,9062.675763
218.056559,72,9067.461848
229.539652,82,9072.301899
201.175267,50,9075.14805
172.506016,27,9077.226521
149.858827,35,9079.259186
128.204703,18,9080.429711
216.34996,70,9084.631171
135.020549,23,9085.960559
161.945653,40,9088.399318
179.077365,50,9091.453314
134.338545,47,9094.822445
180.71135,53,9098.16431
149.546717,30,9099.873471
171.540191,45,9102.83061
127.376118,26,9104.316479
235.126483,86,9109.130277
142.421788,30,9110.876865
152.39636,32,9113.063281
244.344022,87,9118.382548
204.324406,65,9122.192366
199.060397,61,9125.823313
114.891017,12,9126.55362
211.293582,70,9130.488669
212.327572,74,9134.855142
223.350558,78,9139.906125
233.852137,73,9144.640006
199.304806,60,9148.096931
209.738848,66,9152.00233
181.610525,52,9155.129772
244.629139,90,9160.260574
168.78202,44,9162.740098
158.299509,38,9165.017823
153.063482,36,9167.148129
197.039385,62,9170.672185
149.261115,35,9172.633284
180.916991,49,9176.017876
261.802582,87,9182.742665
173.455985,45,9185.426904
141.411883,28,9187.121111
155.872118,22,9188.573014
231.122284,82,9193.830304
199.996866,64,9198.610581
168.299914,42,9201.727384
253.126066,58,9205.269227
218.759301,60,9210.552767
198.982182,64,9214.837661
130.197702,24,9216.571553
137.347497,24,9218.023791
131.747339,23,9219.543221
136.487522,23,9220.921247
224.698365,78,9225.36937
168.785077,43,9227.995971
124.333855,16,9229.155444
173.990213,45,9231.661917
149.764778,79,9237.941615
193.310813,58,9242.103839
234.747454,82,9246.910742
156.607474,36,9249.505512
184.043269,55,9252.599319
204.75688,64,9256.253348
197.454497,63,9259.887375
163.710511,39,9262.224196
169.357621,42,9264.64309
157.323162,35,9266.8914
135.684543,24,9268.541209
152.144163,36,9270.71817
193.161736,54,9274.017741
185.063195,55,9277.20109
138.816342,27,9279.402084
124.435414,9,9280.057178
217.729261,73,9284.299414
195.638319,61,9288.218186
245.468173,90,9293.688731
231.392578,80,9298.867764
202.620212,71,9303.024913
225.472887,81,9308.919178
186.094406,52,9311.93643
176.803845,55,9315.085823
255.750563,95,9321.319179
152.007116,33,9324.089406
182.328971,50,9328.133825
208.360782,68,9332.069228
218.453769,77,9337.030527
177.659586,48,9340.962571
253.173079,93,9346.167549
230.436636,51,9350.113364
200.271141,62,9354.225605
127.019987,23,9355.792155
132.932578,26,9357.696009
185.648169,53,9360.76559
140.13199,26,9363.169275
143.876211,30,9365.30341
180.158108,49,9368.282038
240.818901,85,9373.268474
226.81476,77,9377.993297
168.918179,45,9380.457256
228.78108,79,9385.606407
158.551014,61,9389.269376
198.001459,62,9392.708205
265.487529,71,9396.59657
170.548154,43,9399.405241
146.003699,29,9401.294071
182.652974,62,9405.087298
143.787983,30,9407.113907
227.143089,77,9411.415018
152.817155,36,9413.705909
180.553856,49,9416.591508
164.492167,43,9419.36695
186.801942,20,9420.85482
268.93091,105,9426.59608
143.319358,27,9429.178283
198.062637,15,9430.253359
156.73735,36,9432.727808
208.365961,69,9438.609929
168.187491,44,9441.189329
217.587149,78,9445.608335
178.952919,52,9448.565037
151.095167,35,9450.582078
248.403259,90,9457.145498
289.278757,117,9463.750214
135.229098,29,9465.587895
220.149,76,9471.277238
200.639474,62,9475.332162
137.571729,23,9476.773674
286.134186,117,9483.298819
148.106475,33,9486.784158
235.208205,83,9491.64733
207.391484,67,9495.941167
273.572367,44,9498.443585
161.602832,39,9500.918994
181.962511,50,9503.793731
152.31545,37,9505.973663
226.776556,80,9511.107356
158.239706,39,9513.777251
253.452105,95,9519.75544
143.583632,30,9521.70724
135.494178,22,9523.220383
223.650644,82,9527.954618
189.326327,54,9531.450785
175.559894,50,9534.627331
171.547669,44,9537.25451
199.016682,62,9540.712089
160.153803,38,9542.937051
117.081847,11,9543.675681
170.220742,49,9547.585417
127.644423,19,9548.746795
226.952579,81,9553.496029
187.590816,53,9556.79958
207.224408,65,9560.625962
203.649524,66,9564.464213
201.68535,62,9568.148129
161.120749,38,9570.435447
142.786571,31,9572.388811
206.479199,64,9576.174792
167.982297,50,9579.024967
110.131574,7,9580.89244
213.949575,69,9584.661312
194.457426,79,9589.314483
207.456567,66,9593.118742
197.400104,60,9597.869502
140.263473,25,9599.673618
152.387577,34,9601.961103
128.051437,18,9602.993092
260.317823,89,9609.88077
220.865622,75,9614.320268
118.016173,12,9615.682751
185.212566,55,9618.819703
228.801437,79,9623.463539
197.680426,61,9627.082107
130.958534,19,9628.250107
179.772054,51,9631.285256
139.761646,28,9633.036337
175.233998,46,9635.892869
233.595352,81,9640.647873
122.565712,17,9641.88386
190.886719,59,9645.535903
173.861818,45,9648.371966
210.632495,67,9652.501557
216.103648,41,9655.02901
169.41717,46,9657.982983
222.860528,93,9663.230356
146.049824,29,9666.019442
176.07598,46,9669.365785
141.332117,30,9671.02595
176.527656,49,9674.337858
140.733862,25,9676.176066
141.734642,38,9678.629567
175.770417,48,9681.406494
195.279619,59,9686.298937
170.917004,46,9689.05513
211.921075,73,9693.02291
186.88231,53,9697.864872
229.4875,81,9702.59791
116.863022,11,9703.937817
188.398052,55,9707.572524
166.488263,47,9710.4047
156.242772,37,9713.309545
146.412016,29,9715.504886
151.744163,37,9717.670182
217.720628,46,9720.213397
112.75738,10,9722.122156
148.258426,30,9725.265126
177.086178,50,9728.359277
112.918638,9,9729.170053
192.429567,62,9732.858082
164.319961,40,9735.300198
189.108728,59,9739.322303
110.248991,9,9740.724747
198.890692,69,9744.994397
221.52498,69,9748.803879
217.855275,41,9751.350382
200.398401,62,9755.022088
128.977384,22,9756.476052
180.253622,49,9759.456831
165.517798,44,9763.188833
197.122329,61,9766.717394
167.062727,45,9769.579055
250.106647,92,9776.426984
129.412062,22,9777.706859
216.162255,71,9782.081782
179.407705,50,9785.786186
211.27814,68,9789.64806
191.096933,56,9792.821102
188.24602,55,9795.979223
